movie_name,production_year,production_budget,domestic_box_office,international_box_office,rating,creative_type,source,production_method,genre,sequel,running_time,350k_Movies.budget,350k_Movies.genres,350k_Movies.imdb_id,350k_Movies.original_language,350k_Movies.overview,350k_Movies.popularity,350k_Movies.production_companies,350k_Movies.production_countries,350k_Movies.release_date,350k_Movies.revenue,350k_Movies.runtime,350k_Movies.spoken_languages,350k_Movies.tagline,350k_Movies.vote_average,350k_Movies.vote_count,350k_Movies.actor1_name,350k_Movies.actor1_gender,350k_Movies.actor2_name,350k_Movies.actor2_gender,350k_Movies.actor3_name,350k_Movies.actor3_gender,350k_Movies.actor4_name,350k_Movies.actor4_gender,350k_Movies.actor5_name,350k_Movies.actor5_gender,350k_Movies.director_name,350k_Movies.director_gender,350k_Movies.producer_name,350k_Movies.screeplay_name,350k_Movies.editor_name
Safe Haven,2011,28000000,71399120,22651831,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,115,28000000,Romance,tt1702439,en,"A young woman with a mysterious past lands in Southport, North Carolina where her bond with a widower forces her to confront the dark secret that haunts her.",1.553529,Temple Hill Productions,United States of America,7/2/2013,97594140,115,English,You know it when you find it,6.9,771,Julianne Hough,1,Josh Duhamel,2,Cobie Smulders,1,David Lyons,2,Mike Pniewski,2,Lasse HallstrÃ¶m,2,Wyck Godfrey,Dana Stevens,Andrew Mondshein
Pitch Perfect,2012,17000000,65001093,51043254,PG-13,Contemporary Fiction,Based on Factual Book/Article,Live Action,Comedy,0,112,17000000,Comedy|Music|Romance,tt1981677,en,"College student Beca knows she does not want to be part of a clique, but that's exactly where she finds herself after arriving at her new school. Thrust in among mean gals, nice gals and just plain weird gals, Beca finds that the only thing they have in common is how well they sing together. She takes the women of the group out of their comfort zone of traditional arrangements and into a world of amazing harmonic combinations in a fight to the top of college music competitions.",4.631787,Brownstone Productions,United States of America,28/09/2012,115350426,112,English,Get pitch slapped.,7.2,2102,Anna Kendrick,1,Skylar Astin,2,Brittany Snow,1,Anna Camp,1,Rebel Wilson,1,Jason Moore,2,Elizabeth Banks,Kay Cannon,Lisa Zeno Churgin
Jobs,2013,18000000,16131410,27271105,PG-13,Dramatization,Based on Real Life Events,Live Action,Drama,0,127,12000000,Drama|History,tt2357129,en,The story of Steve Jobs' ascension from college dropout into one of the most revered creative entrepreneurs of the 20th century.,2.400371,Open Road Films,United States of America,16/08/2013,35931410,128,English,"Some see what's possible, others change what's possible.",6,1112,Ashton Kutcher,2,Dermot Mulroney,2,Amanda Crew,1,James Woods,2,Josh Gad,2,Joshua Michael Stern,2,Mark Hulme,none,Robert Komatsu
Paddington,2014,55000000,76223578,183317852,PG,Kids Fiction,Based on Fiction Book/Short Story,Animation/Live Action,Adventure,0,95,55000000,Family|Comedy,tt1109624,en,"A young Peruvian bear with a passion for all things British travels to London in search of a home. Finding himself lost and alone at Paddington Station, he begins to realize that city life is not all he had imagined - until he meets the kindly Brown family, who read the label around his neck ('Please look after this bear. Thank you.') and offer him a temporary haven. It looks as though his luck has changed until this rarest of bears catches the eye of a museum taxidermist...",2.53001,The Weinstein Company,United Kingdom,27/11/2014,259207227,95,English,The Adventure Begins,7,834,Nicole Kidman,1,Peter Capaldi,2,Ben Whishaw,2,Michael Gambon,2,Imelda Staunton,1,Paul King,2,David Heyman,Paul King,none
Epic,2013,100000000,107518682,155275759,PG,Kids Fiction,Based on Fiction Book/Short Story,Digital Animation,Adventure,0,103,100000000,Animation|Adventure|Family|Fantasy,tt0848537,en,A teenager finds herself transported to a deep forest setting where a battle between the forces of good and the forces of evil is taking place. She bands together with a rag-tag group characters in order to save their world -- and ours.,2.572264,Blue Sky Studios,United States of America,15/05/2013,268426634,102,English,Discover a world beyond your imagination,6.4,1069,Josh Hutcherson,2,Amanda Seyfried,1,Colin Farrell,2,Jason Sudeikis,2,Aziz Ansari,2,Chris Wedge,2,Lori Forte,James V. Hart,Andy Keir
The Internship,2013,58000000,44672764,49000000,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,119,58000000,Comedy,tt2234155,en,Two recently laid-off men in their 40s try to make it as interns at a successful Internet company where their managers are in their 20s.,0.099864,Twentieth Century Fox Film Corporation,United States of America,7/6/2013,44000000,119,English,Hiring them was a brilliant mistake.,6.1,1568,Owen Wilson,2,Vince Vaughn,2,Rose Byrne,1,Max Minghella,2,Aasif Mandvi,2,Shawn Levy,2,Vince Vaughn,Vince Vaughn,Dean Zimmerman
Foodfight!,2012,45000000,0,73706,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0,91,65000000,Animation|Action|Comedy|Family,tt0249516,en,"Dex, a superdog sleuth, is the law of the land when the world's most recognized brands take on the forces of evil and the devilish Brand X.",1.269714,Threshold Entertainment,United States of America,15/06/2012,73706,87,English,When good food... goes bad!,2.4,26,Charlie Sheen,2,Wayne Brady,2,Hilary Duff,1,Eva Longoria,1,Christopher Lloyd,2,Lawrence Kasanoff,2,none,none,Craig Paulsen
White House Down,2013,150000000,73103784,132336603,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,131,150000000,Action|Drama|Thriller,tt2334879,en,"Capitol Policeman John Cale has just been denied his dream job with the Secret Service of protecting President James Sawyer. Not wanting to let down his little girl with the news, he takes her on a tour of the White House, when the complex is overtaken by a heavily armed paramilitary group. Now, with the nation's government falling into chaos and time running out, it's up to Cale to save the president, his daughter, and the country.",3.161394,Columbia Pictures,United States of America,27/06/2013,205366737,131,English,It will start like any other day.,6.4,1806,Channing Tatum,2,Jamie Foxx,2,Joey King,1,Maggie Gyllenhaal,1,Richard Jenkins,2,Roland Emmerich,2,Roland Emmerich,none,Adam Wolfe
Olympus Has Fallen,2013,70000000,98927592,51634572,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,120,70000000,Action|Thriller,tt2302755,en,"When the White House (Secret Service Code: ""Olympus"") is captured by a terrorist mastermind and the President is kidnapped, disgraced former Presidential guard Mike Banning finds himself trapped within the building. As the national security team scrambles to respond, they are forced to rely on Banning's inside knowledge to help retake the White House, save the President and avert an even bigger disaster.",3.160122,Nu Image Films,United States of America,20/03/2013,161025640,120,English,When our flag falls our nation will rise.,6.2,2887,Gerard Butler,2,Aaron Eckhart,2,Angela Bassett,1,Morgan Freeman,2,Radha Mitchell,1,Antoine Fuqua,2,Gerard Butler,none,John Refoua
Guardians of the Galaxy,2014,170000000,333172112,437879223,PG-13,Super Hero,Based on Comic/Graphic Novel,Animation/Live Action,Adventure,0,121,170000000,Action|Science Fiction|Adventure,tt2015381,en,"Light years from Earth, 26 years after being abducted, Peter Quill finds himself the prime target of a manhunt after discovering an orb wanted by Ronan the Accuser.",41.182471,Marvel Studios,United Kingdom,30/07/2014,773328629,121,English,All heroes start somewhere.,7.8,8775,Chris Pratt,2,Zoe Saldana,1,Dave Bautista,2,Vin Diesel,2,Bradley Cooper,2,James Gunn,2,Kevin Feige,James Gunn,Craig Wood
Parker,2011,35000000,17616641,30926747,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,108,35000000,Action|Crime,tt1904996,en,"A thief with a unique code of professional ethics is double-crossed by his crew and left for dead. Assuming a new disguise and forming an unlikely alliance with a woman on the inside, he looks to hijack the score of the crew's latest heist.",2.569793,SND,United States of America,23/01/2013,46216641,118,English,"To get away clean, you have to play dirty.",5.7,1411,Jason Statham,2,Jennifer Lopez,1,Nick Nolte,2,Michael Chiklis,2,Clifton Collins Jr,2,Taylor Hackford,0,Taylor Hackford,John J. McLaughlin,Mark Warner
Dawn of the Planet of the Apes,2014,170000000,208545589,502098977,PG-13,Science Fiction,Remake,Animation/Live Action,Adventure,1,130,170000000,Science Fiction|Action|Drama|Thriller,tt2103281,en,"A group of scientists in San Francisco struggle to stay alive in the aftermath of a plague that is wiping out humanity, while Caesar tries to maintain dominance over his community of intelligent apes.",73.934067,Ingenious Media,United States of America,26/06/2014,710644566,130,English,One last chance for peace.,7.3,3949,Andy Serkis,2,Jason Clarke,2,Gary Oldman,2,Keri Russell,1,Toby Kebbell,2,Matt Reeves,2,Rick Jaffa,none,William Hoy
The Grand Budapest Hotel,2013,31000000,59076019,105274390,R,Historical Fiction,Original Screenplay,Live Action,Comedy,0,100,30000000,Comedy|Drama,tt2278388,en,"The Grand Budapest Hotel tells of a legendary concierge at a famous European hotel between the wars and his friendship with a young employee who becomes his trusted protégé. The story involves the theft and recovery of a priceless Renaissance painting, the battle for an enormous family fortune and the slow and then sudden upheavals that transformed Europe during the first half of the 20th century.",6.768871,Fox Searchlight Pictures,United Kingdom,26/02/2014,174600318,99,English,A perfect holiday without leaving home.,8,4155,Ralph Fiennes,2,Tony Revolori,2,F. Murray Abraham,2,Mathieu Amalric,2,Adrien Brody,2,Wes Anderson,2,Scott Rudin,Wes Anderson,Barney Pilling
The Reluctant Fundamentalist,2012,15000000,528731,0,R,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,128,0,Thriller,tt2032557,en,"In New York, a Pakistani native finds that his American Dream has collapsed in the wake of the 9/11 terrorist attacks.",1.575748,Mirabai Films,Qatar,17/03/2013,519535,130,English,Terror has two faces.,6.6,74,Riz Ahmed,2,Kate Hudson,1,Kiefer Sutherland,2,Liev Schreiber,2,Nelsan Ellis,2,Mira Nair,1,none,William Wheeler,Shimit Amin
About Time,2013,12000000,15323921,73985257,R,Science Fiction,Original Screenplay,Live Action,Romantic Comedy,0,123,0,Comedy|Drama|Science Fiction,tt2194499,en,"The night after another unsatisfactory New Year party, Tim's father tells his son that the men in his family have always had the ability to travel through time. Tim can't change history, but he can change what happens and has happened in his own life – so he decides to make his world a better place... by getting a girlfriend. Sadly, that turns out not to be as easy as he thinks.",3.578455,Working Title Films,United Kingdom,16/08/2013,87100449,123,English,What if every moment in life came with a second chance?,7.7,1918,Domhnall Gleeson,2,Rachel McAdams,1,Bill Nighy,2,Lydia Wilson,1,Lindsay Duncan,1,Richard Curtis,2,Tim Bevan,none,Mark Day
The Hobbit: The Battle of the Five Armies,2014,250000000,255119788,700000000,PG-13,Fantasy,Based on Fiction Book/Short Story,Live Action,Adventure,1,144,250000000,Action|Adventure|Fantasy,tt2310332,en,"Immediately after the events of The Desolation of Smaug, Bilbo and the dwarves try to defend Erebor's mountain of treasure from others who claim it: the men of the ruined Laketown and the elves of Mirkwood. Meanwhile an army of Orcs led by Azog the Defiler is marching on Erebor, fueled by the rise of the dark lord Sauron. Dwarves, elves and men must unite, and the hope for Middle-Earth falls into Bilbo's hands.",16.275473,WingNut Films,New Zealand,10/12/2014,956019788,144,English,Witness the defining chapter of the Middle-Earth saga,7.1,4441,Martin Freeman,2,Ian McKellen,2,Richard Armitage,2,Ken Stott,2,Graham McTavish,2,Peter Jackson,2,Peter Jackson,none,Jabez Olssen
The Mortal Instruments: City of Bones,2013,60000000,31165421,44800146,PG-13,Fantasy,Based on Fiction Book/Short Story,Live Action,Adventure,0,130,60000000,Action|Adventure|Drama|Mystery|Romance|Fantasy,tt1538403,en,"In New York City, Clary Fray, a seemingly ordinary teenager, learns that she is descended from a line of Shadowhunters — half-angel warriors who protect humanity from evil forces. After her mother disappears, Clary joins forces with a group of Shadowhunters and enters Downworld, an alternate realm filled with demons, vampires, and a host of other creatures. Clary and her companions must find and protect an ancient cup that holds the key to her mother's future.",3.106886,Constantin Film Produktion,United States of America,21/08/2013,90565421,130,English,You have been chosen,6.1,1483,Lily Collins,1,Jamie Campbell Bower,2,Kevin Zegers,2,Jemima West,0,Robert Sheehan,2,Harald Zwart,2,Robert Kulzer,I. Marlene King,none
The Dressmaker,2015,11900000,2022115,22019502,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,118,0,,tt0095066,en,"In England during World War II, a repressed dressmaker and her sister struggle looking after their 17-year-old niece, who is having a delusional affair with an American soldier.",0.062725,none,none,16/12/1988,0,92,none,,0,0,Joan Plowright,1,Billie Whitelaw,1,Pete Postlethwaite,2,Jane Horrocks,1,Tim Ransom,0,Jim O'Brien,0,none,none,none
The Incredible Burt Wonderstone,2012,32000000,22537881,4854728,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,100,30000000,Comedy,tt0790628,en,"After breaking up with his longtime stage partner, a famous but jaded Vegas magician fights for relevance when a new, ""hip"" street magician appears on the scene.",1.569152,New Line Cinema,United States of America,14/03/2013,27437881,100,English,Abracatastic!,5.3,703,Steve Carell,2,Jim Carrey,2,Steve Buscemi,2,Olivia Wilde,1,James Gandolfini,2,Don Scardino,2,Chris Bender,none,Lee Haxall
When the Bough Breaks,2015,10000000,29747603,881904,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,107,0,Thriller,tt0108555,en,"A police detective investigates the apparent serial killing of several children which is linked to an institutionalized, autistic child.",0.213268,Osmosis,United States of America,7/5/1994,0,105,English,Can a child's telepathic mind help find a serial killer?,6.5,2,Ally Walker,1,Martin Sheen,2,Ron Perlman,2,Robert Knepper,2,Gina Philips,1,Michael Cohn,2,none,none,none
The Dark Tower,2017,60000000,50692621,60969470,PG-13,Science Fiction,Based on Fiction Book/Short Story,Live Action,Western,1,95,0,,tt0277657,en,"This hand-painted step-printed film begins with streaks of glare light and vibrantly colored forms apparently in the sky forinasmuch as there appears, frame center, the tapered shape of a tower, a silhouette as it were against the backdrop of the flaring sky. As this shape of tower disappears, the conflagration of scratches and paints seems grounded and takes on the semblance of a battle of knights, their lances, horses, et al, often against a scattering of star-like flecks until finally the silhouette of the tower reappears as if much closer, certainly thicker and straight-sided. The film finishes as textures which tend to suggest an entrance into the textured walls of the tower, textures and stars intermingled with what may well seem chain-mail as well.",0.030513,none,United States of America,1/1/1999,0,3,No Language,,6.6,8,none,0,none,0,none,0,none,0,none,0,Stan Brakhage,2,none,none,none
Alien: Covenant,2016,97000000,74262031,164600000,R,Science Fiction,Original Screenplay,Live Action,Horror,1,123,97000000,Horror|Science Fiction|Thriller,tt2316204,en,"Bound for a remote planet on the far side of the galaxy, the crew of the colony ship 'Covenant' discovers what is thought to be an uncharted paradise, but is actually a dark, dangerous world – which has its sole inhabitant the 'synthetic', David, survivor of the doomed Prometheus expedition.",28.774698,Twentieth Century Fox Film Corporation,Australia,9/5/2017,232380243,122,English,The path to paradise begins in hell.,5.7,1731,Michael Fassbender,2,Katherine Waterston,1,Billy Crudup,2,Danny McBride,2,DemiÃ¡n Bichir,2,Ridley Scott,2,Ridley Scott,John Logan,none
Finding Dory,2015,200000000,486295561,536321815,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,1,103,200000000,Adventure|Animation|Comedy|Family,tt2277860,en,Dory is reunited with her friends Nemo and Marlin in the search for answers about her past. What can she remember? Who are her parents? And where did she learn to speak Whale?,8.062616,Walt Disney Pictures,United States of America,16/06/2016,1028570889,97,English,An unforgettable journey she probably won't remember.,6.8,3805,Ellen DeGeneres,1,Albert Brooks,2,Hayden Rolence,2,Ed O'Neill,2,Diane Keaton,1,Andrew Stanton,2,Lindsey Collins,Andrew Stanton,Axel Geddes
Stolen,2012,35000000,289773,17677973,R,Contemporary Fiction,Original Screenplay,Live Action,Action,0,96,35000000,Action|Crime|Drama|Thriller,tt1656186,en,"A former thief frantically searches for his missing daughter, who has been kidnapped and locked in the trunk of a taxi.",2.123306,Saturn Films,United States of America,17/05/2012,2106557,96,svenska,Never steal from the world's greatest thief.,5.1,328,Nicolas Cage,2,Malin Ã…kerman,1,Josh Lucas,1,Sami Gayle,1,Danny Huston,2,Simon West,2,RenÃ© Besson,none,Glen Scantlebury
The Railway Man,2013,18000000,4438438,19471772,R,Dramatization,Based on Factual Book/Article,Live Action,Drama,0,116,18000000,Drama|History,tt2058107,en,"A victim from World War II's ""Death Railway"" sets out to find those responsible for his torture. A true story.",1.279854,Archer Street Productions,Australia,26/12/2013,22309223,116,English,Revenge is never a straight line.,6.8,261,Jeremy Irvine,2,Colin Firth,2,Stellan SkarsgÃ¥rd,2,Michael MacKenzie,0,Nicole Kidman,1,Jonathan Teplitzky,0,Chris Brown,Frank Cottrell Boyce,none
X-Men: Days of Future Past,2014,200000000,233921534,513941241,PG-13,Super Hero,Based on Comic/Graphic Novel,Live Action,Action,1,131,250000000,Action|Adventure|Fantasy|Science Fiction,tt1877832,en,The ultimate X-Men ensemble fights a war for the survival of the species across two time periods as they join forces with their younger selves in an epic battle that must change the past – to save our future.,9.811189,Twentieth Century Fox Film Corporation,United Kingdom,15/05/2014,747862775,131,English,"To save the future, they must alter the past",7.6,5603,Hugh Jackman,2,James McAvoy,2,Michael Fassbender,2,Jennifer Lawrence,1,Halle Berry,1,Bryan Singer,2,Lauren Shuler Donner,Simon Kinberg,John Ottman
Home Again,2016,15000000,27020284,7230232,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,97,0,Drama,tt2121286,en,"Returning to a ""home"" they hardly know after being deported from their adopted countries for minor criminal offenses, three people from very different backgrounds try to make a new life for themselves, in Jamaica in this gutsy drama from writer-director Sudz Sutherland. (TIFF)",0.092591,none,none,12/9/2012,0,101,none,,6.3,2,none,0,Tatyana Ali,1,CCH Pounder,1,Stephan James,0,Lyriq Bent,2,Sudz Sutherland,0,none,none,none
Nebraska,2013,12000000,17654912,7106448,R,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,114,12000000,Drama|Adventure,tt1821549,en,"An aging, booze-addled father takes a trip from Montana to Nebraska with his estranged son in order to claim what he believes to be a million-dollar sweepstakes prize.",2.006356,Paramount Vantage,United States of America,21/09/2013,17654912,115,English,Life's not about winning or losing. It's about how you get there in the end.,7.4,599,Bruce Dern,1,Will Forte,2,Bob Odenkirk,2,June Squibb,1,Stacy Keach,2,Alexander Payne,0,Albert Berger,none,Kevin Tent
Labor Day,2011,18000000,13371528,818282,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,111,18000000,Drama,tt1967545,en,"Depressed single mom Adele and her son Henry offer a wounded, fearsome man a ride. As police search town for the escaped convict, the mother and son gradually learn his true story as their options become increasingly limited.",1.524254,Mr. Mudd Production,United States of America,27/12/2013,20275812,111,English,,6.6,279,Josh Brolin,2,Kate Winslet,1,Gattlin Griffith,2,Tobey Maguire,2,Tom Lipinski,2,Jason Reitman,2,Jason Reitman,Jason Reitman,Dana E. Glauberman
The Hunger Games: Mockingjay - Part 1,2014,125000000,337135885,429516403,PG-13,Science Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,1,123,125000000,Science Fiction|Adventure|Thriller,tt1951265,en,Katniss Everdeen reluctantly becomes the symbol of a mass rebellion against the autocratic Capitol.,26.46055,Lionsgate,United States of America,18/11/2014,752100229,123,English,Fire burns brighter in the darkness,6.6,5128,Jennifer Lawrence,1,Josh Hutcherson,2,Liam Hemsworth,2,Woody Harrelson,2,Donald Sutherland,2,Francis Lawrence,2,Jon Kilik,Danny Strong,Alan Edward Bell
The Hunger Games: Mockingjay - Part 2,2015,160000000,281723902,368799525,PG-13,Science Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,1,136,160000000,Action|Adventure|Science Fiction,tt1951266,en,"With the nation of Panem in a full scale war, Katniss confronts President Snow in the final showdown. Teamed with a group of her closest friends – including Gale, Finnick, and Peeta – Katniss goes off on a mission with the unit from District 13 as they risk their lives to stage an assassination attempt on President Snow who has become increasingly obsessed with destroying her. The mortal traps, enemies, and moral choices that await Katniss will challenge her more than any arena she faced in The Hunger Games.",12.373948,Studio Babelsberg,Germany,18/11/2015,653428261,137,English,The fire will burn forever.,6.6,3612,Jennifer Lawrence,1,Josh Hutcherson,2,Liam Hemsworth,2,Woody Harrelson,2,Elizabeth Banks,1,Francis Lawrence,2,Jon Kilik,Danny Strong,Alan Edward Bell
Les Miserables,2012,65000000,148809770,293359282,PG-13,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Musical,0,158,0,Drama|Romance,tt0044907,en,"Jean Valjean, a Frenchman of good character, has nevertheless been convicted for the minor crime of stealing bread. A minor infraction leads to his pursuit by the relentless policeman Javert, a pursuit that consumes both men's lives for many years.",0.101894,Twentieth Century Fox Film Corporation,none,14/08/1952,0,105,none,,5.6,4,Michael Rennie,0,Debra Paget,1,Robert Newton,2,Edmund Gwenn,2,Sylvia Sidney,1,Lewis Milestone,0,Fred Kohlmar,none,Hugh S. Fowler
Zambezia,2012,20000000,0,34454631,G,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0,83,20000000,Comedy|Animation|Adventure|Family,tt1488181,en,"Set in a bustling bird city on the edge of the majestic Victoria Falls, ""Zambezia"" is the story of Kai - a naïve, but high-spirited young falcon who travels to the bird city of ""Zambezia"" where he discovers the truth about his origins and, in defending the city, learns how to be part of a community",2.733323,Industrial Development Corporation of South Africa,South Africa,5/6/2012,0,83,English,Airborne to be wild.,5.2,64,Jeremy Suarez,2,Samuel L. Jackson,2,Abigail Breslin,1,Leonard Nimoy,2,Jeff Goldblum,2,Wayne Thornley,0,none,Wayne Thornley,none
Pain & Gain,2012,26000000,49875291,31400000,R,Contemporary Fiction,Based on Real Life Events,Live Action,Action,0,129,25000000,Thriller|Crime|Action,tt1980209,en,"Daniel Lugo, manager of the Sun Gym in 1990s Miami, decides that there is only one way to achieve his version of the American dream: extortion. To achieve his goal, he recruits musclemen Paul and Adrian as accomplices. After several failed attempts, they abduct rich businessman Victor Kershaw and convince him to sign over all his assets to them. But when Kershaw makes it out alive, authorities are reluctant to believe his story.",2.829533,Paramount Pictures,United States of America,18/04/2013,86175291,130,English,Their American dream is bigger than yours.,6.1,1494,Mark Wahlberg,2,Dwayne Johnson,2,Anthony Mackie,2,Tony Shalhoub,2,Ed Harris,2,Michael Bay,2,Michael Bay,Christopher Markus,Joel Negron
Snitch,2012,15000000,42930462,14977272,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,95,35000000,Thriller|Drama,tt0882977,en,"Construction company owner John Matthews learns that his estranged son, Jason, has been arrested for drug trafficking. Facing an unjust prison sentence for a first time offender courtesy of mandatory minimum sentence laws, Jason has nothing to offer for leniency in good conscience. Desperately, John convinces the DEA and the opportunistic DA Joanne Keeghan to let him go undercover to help make arrests big enough to free his son in return. With the unwitting help of an ex-con employee, John enters the narcotics underworld where every move could be his last in an operation that will demand all his resources, wits and courage to survive.",3.673968,Front Street Productions,United States of America,21/02/2013,42930462,112,English,How far would you go to save your son?,5.7,1104,Dwayne Johnson,2,Barry Pepper,2,Jon Bernthal,2,Susan Sarandon,1,Michael Kenneth Williams,2,Ric Roman Waugh,2,Jonathan King,Justin Haythe,Jonathan Chibnall
The Collection,2012,10000000,6810754,2079340,R,Contemporary Fiction,Original Screenplay,Live Action,Horror,1,82,0,Horror|Thriller,tt1748227,en,"Arkin escapes with his life from the vicious grips of ""The Collector"" during an entrapment party where he adds beautiful Elena to his ""Collection."" Instead of recovering from the trauma, Arkin is suddenly abducted from the hospital by mercenaries hired by Elena's wealthy father. Arkin is blackmailed to team up with the mercenaries and track down The Collector's booby trapped warehouse and save Elena.",0.919511,Fortress Features,United States of America,21/09/2012,6842058,94,English,Every great collector has a vision.,5.9,263,Josh Stewart,2,Christopher McDonald,2,Emma Fitzpatrick,1,Lee Tergesen,2,Erin Way,1,Marcus Dunstan,2,Brett Forbes,Patrick Melton,Kevin Greutert
Jurassic World,2015,215000000,652198010,1019442583,PG-13,Science Fiction,Based on Fiction Book/Short Story,Live Action,Action,1,124,150000000,Action|Adventure|Science Fiction|Thriller,tt0369610,en,"Twenty-two years after the events of Jurassic Park, Isla Nublar now features a fully functioning dinosaur theme park, Jurassic World, as originally envisioned by John Hammond.",33.415917,Universal Studios,United States of America,9/6/2015,1513528810,124,English,The park is open.,6.5,8044,Chris Pratt,2,Bryce Dallas Howard,1,Irrfan Khan,2,Vincent D'Onofrio,2,Nick Robinson,2,Colin Trevorrow,2,Frank Marshall,Rick Jaffa,Kevin Stitt
Plastic,2014,10000000,0,552641,R,Contemporary Fiction,Original Screenplay,Live Action,Action,0,102,0,,tt1691450,en,"Albert Mullin is on the prowl, again. This time he finds himself haunted down by his own ravaging demons. His house, a dumping ground of horrors, is no longer the safe haven he thought it was, and his new victim, Sarah Wilson, may be his last. But while she lies tied up in Albert’s house, the outside world spins its own web of deceit. Parole officer Michael Harris is too busy negotiating himself out of his own extramarital affairs to see through Albert’s dark secrets. Darryl, Albert’s neighbor, cries wolf at every turn and no one pays attention, when, perhaps, this time they should. All have a small part to play on this, the hottest, deadliest day of the summer.",0.004205,none,none,31/10/2010,0,80,none,Every House Has Its Secrets.,6.5,1,North Roberts,0,Colleen Boag,0,Matthew E. Prochazka,0,Christian Gray,0,Laura Locascio,1,Jose Carlos Gomez,0,none,none,none
Ballerina,2016,30000000,21858070,75065000,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0,89,0,Foreign,tt0898897,en,An intimate portrait of five ballerinas from the Kirov.,0.000664,none,none,31/08/2006,0,77,none,An intimate portrait of five ballerinas from the Kirov.,7.5,2,none,0,none,0,none,0,none,0,none,0,Bertrand Normand,0,none,none,none
2 Guns,2012,61000000,75612460,56880555,R,Contemporary Fiction,Based on Comic/Graphic Novel,Live Action,Action,0,109,61000000,Action|Comedy|Crime,tt1272878,en,A DEA agent and an undercover Naval Intelligence officer who have been tasked with investigating one another find they have been set up by the mob -- the very organization the two men believe they have been stealing money from.,2.043266,Universal Studios,United States of America,2/8/2013,131940411,109,Español,"2 Guns, 1 Bank.",6.6,1522,Denzel Washington,2,Mark Wahlberg,2,Paula Patton,1,Bill Paxton,2,Fred Ward,2,Baltasar KormÃ¡kur,2,George Furla,Blake Masters,Michael Tronick
The Heat,2013,43000000,159581587,70146187,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,117,43000000,Action|Comedy|Crime,tt2404463,en,"Uptight and straight-laced, FBI Special Agent Sarah Ashburn is a methodical investigator with a reputation for excellence--and hyper-arrogance. Shannon Mullins, one of Boston P.D.'s ""finest,"" is foul-mouthed and has a very short fuse, and uses her gut instinct and street smarts to catch the most elusive criminals. Neither has ever had a partner, or a friend for that matter. When these two wildly incompatible law officers join forces to bring down a ruthless drug lord, they become the last thing anyone expected: Buddies.",3.650142,Ingenious Film Partners,United States of America,27/06/2013,158674180,117,English,Action's never been so hot!,6.5,1497,Sandra Bullock,1,Melissa McCarthy,1,DemiÃ¡n Bichir,2,Michael Rapaport,2,Taran Killam,0,Paul Feig,2,Jenno Topping,none,Brent White
Need for Speed,2014,66000000,43568507,150601112,PG-13,Contemporary Fiction,Based on Game,Live Action,Action,0,130,66000000,Action|Crime|Drama|Thriller,tt2369135,en,"The film revolves around a local street-racer who partners with a rich and arrogant business associate, only to find himself framed by his colleague and sent to prison. After he gets out, he joins a New York-to-Los Angeles race to get revenge. But when the ex-partner learns of the scheme, he puts a massive bounty on the racer's head, forcing him to run a cross-country gauntlet of illegal racers in all manner of supercharged vehicles.",3.581559,DreamWorks SKG,Philippines,13/03/2014,203277636,130,English,For honor. For love. For redemption.,6.1,1447,Aaron Paul,2,Dominic Cooper,2,Imogen Poots,1,Rami Malek,2,RamÃ³n RodrÃ­guez,2,Scott Waugh,2,Mark Sourian,George Gatins,Paul Rubell
